year,fit,lower,higher,tau,region,parameter
2015,30.1428571428571,29.7487534872419,30.5369607984723,0.25,East Midlands,age
2016,31.025,30.5678742426602,31.4821257573397,0.25,East Midlands,age
2017,31.9619047619047,31.4261060179899,32.4977035058195,0.25,East Midlands,age
2018,32.9535714285714,32.3247359916651,33.5824068654777,0.25,East Midlands,age
2019,33.9999999999999,33.2649071400388,34.7350928599611,0.25,East Midlands,age
1990,30.0404858299596,28.2876584332459,31.7933132266733,0.5,East Midlands,age
1991,29.5587044534414,27.9965531808206,31.1208557260622,0.5,East Midlands,age
1992,29.1336032388665,27.7493948436557,30.5178116340773,0.5,East Midlands,age
1993,28.7651821862349,27.5458511403707,29.9845132320991,0.5,East Midlands,age
1994,28.4534412955466,27.3854889373519,29.5213936537414,0.5,East Midlands,age
1995,28.1983805668017,27.2677469619808,29.1290141716225,0.5,East Midlands,age
1996,28.0000000000001,27.1919119329271,28.808088067073,0.5,East Midlands,age
1997,27.8582995951418,27.1571171405857,28.5594820496978,0.5,East Midlands,age
1998,27.7732793522268,27.1624053896222,28.3841533148313,0.5,East Midlands,age
1999,27.7449392712551,27.2069266376773,28.2829519048329,0.5,East Midlands,age
2000,27.7732793522268,27.2903366858253,28.2562220186282,0.5,East Midlands,age
2001,27.8582995951417,27.4133453397371,28.3032538505463,0.5,East Midlands,age
2002,28,27.5781196387204,28.4218803612796,0.5,East Midlands,age
2003,28.1983805668016,27.7881519461625,28.6086091874408,0.5,East Midlands,age
2004,28.4534412955466,28.0475600242558,28.8593225668373,0.5,East Midlands,age
2005,28.7651821862348,28.3602557924796,29.1701085799901,0.5,East Midlands,age
2006,29.1336032388664,28.7294063028278,29.5378001749051,0.5,East Midlands,age
2007,29.5587044534413,29.1572527514391,29.9601561554435,0.5,East Midlands,age
2008,30.0404858299595,29.645126440243,30.435845219676,0.5,East Midlands,age
2009,30.578947368421,30.1934932720659,30.9644014647762,0.5,East Midlands,age
2010,31.1740890688259,30.8019223174036,31.5462558202482,0.5,East Midlands,age
2011,31.8259109311741,31.4689233422836,32.1828985200645,0.5,East Midlands,age
2012,32.5344129554656,32.1916497393933,32.8771761715378,0.5,East Midlands,age
2013,33.2995951417004,32.9656080477324,33.6335822356683,0.5,East Midlands,age
2014,34.1214574898785,33.7848472344526,34.4580677453044,0.5,East Midlands,age
2015,35,34.6433038385476,35.3566961614523,0.5,East Midlands,age
2016,35.9352226720647,35.5370054776496,36.3334398664799,0.5,East Midlands,age
2017,36.9271255060728,36.465197457697,37.3890535544486,0.5,East Midlands,age
2018,37.9757085020243,37.4293982928038,38.5220187112447,0.5,East Midlands,age
2019,39.080971659919,38.4318075434642,39.7301357763737,0.5,East Midlands,age
1990,34.3580246913581,31.9120633926095,36.8039859901067,0.75,East Midlands,age
1991,34.0000000000001,31.8268051523847,36.1731948476154,0.75,East Midlands,age
1992,33.6913580246914,31.7728716578729,35.6098443915099,0.75,East Midlands,age
1993,33.4320987654322,31.7498893427163,35.114308188148,0.75,East Midlands,age
1994,33.2222222222223,31.7573607644452,34.6870836799994,0.75,East Midlands,age
1995,33.0617283950618,31.7946226864424,34.3288341036812,0.75,East Midlands,age
1996,32.9506172839507,31.8607984708587,34.0404360970426,0.75,East Midlands,age
1997,32.8888888888889,31.9547611707502,33.8230166070276,0.75,East Midlands,age
1998,32.8765432098766,32.0751541826797,33.6779322370735,0.75,East Midlands,age
1999,32.9135802469136,32.220571526405,33.6065889674223,0.75,East Midlands,age
2000,33,32.390049762432,33.6099502375681,0.75,East Midlands,age
2001,33.1358024691358,32.5839316508763,33.6876732873953,0.75,East Midlands,age
2002,33.320987654321,32.8047535277989,33.8372217808431,0.75,East Midlands,age
2003,33.5555555555556,33.0573726283432,34.053738482768,0.75,East Midlands,age
2004,33.8395061728395,33.3479443388982,34.3310680067808,0.75,East Midlands,age
2005,34.1728395061728,33.682419360566,34.6632596517797,0.75,East Midlands,age
2006,34.5555555555556,34.0654896895913,35.0456214215198,0.75,East Midlands,age
2007,34.9876543209877,34.5002115374942,35.4750971044811,0.75,East Midlands,age
2008,35.4691358024691,34.9879944050983,35.95027719984,0.75,East Midlands,age
2009,36,35.5286195593187,36.4713804406813,0.75,East Midlands,age
2010,36.5802469135802,36.1201154293893,37.0403783977712,0.75,East Midlands,age
2011,37.2098765432099,36.7584982374912,37.6612548489285,0.75,East Midlands,age
2012,37.8888888888889,37.4376544804502,38.3401232973275,0.75,East Midlands,age
2013,38.6172839506173,38.1500067518614,39.0845611493731,0.75,East Midlands,age
2014,39.395061728395,38.8884718117281,39.901651645062,0.75,East Midlands,age
2015,40.2222222222222,39.6487931197708,40.7956513246736,0.75,East Midlands,age
2016,41.0987654320987,40.4302364769633,41.7672943872341,0.75,East Midlands,age
2017,42.0246913580247,41.2343423910805,42.8150403249688,0.75,East Midlands,age
2018,43,42.063336545647,43.9366634543529,0.75,East Midlands,age
2019,44.0246913580246,42.9192432395555,45.1301394764938,0.75,East Midlands,age
1990,27.3043478260869,26.3806075637784,28.2280880883954,0.25,East of England,age
1991,26.9130434782608,26.1086003790614,27.7174865774602,0.25,East of England,age
1992,26.5652173913043,25.8673605502638,27.2630742323448,0.25,East of England,age
1993,26.2608695652173,25.6558233999463,26.8659157304884,0.25,East of England,age
1994,25.9999999999999,25.4727098371409,26.527290162859,0.25,East of England,age
1995,25.7826086956521,25.3167114570042,26.2485059343,0.25,East of England,age
1996,25.6086956521739,25.1869510678265,26.0304402365213,0.25,East of England,age
1997,25.4782608695652,25.0836862621027,25.8728354770276,0.25,East of England,age
1998,25.3913043478261,25.0088526349595,25.7737560606926,0.25,East of England,age
1999,25.3478260869565,24.9658914982587,25.7297606756543,0.25,East of England,age
2000,25.3478260869565,24.9588710807374,25.7367810931756,0.25,East of England,age
2001,25.3913043478261,24.9915472956332,25.791061400019,0.25,East of England,age
2002,25.4782608695652,25.0668591277362,25.8896626113943,0.25,East of England,age
2003,25.6086956521739,25.1868436767078,26.03054762764,0.25,East of England,age
2004,25.7826086956522,25.352745266488,26.2124721248163,0.25,East of England,age
2005,26,25.5651513235736,26.4348486764265,0.25,East of England,age
2006,26.2608695652174,25.82408494261,26.6976541878249,0.25,East of England,age
2007,26.5652173913044,26.1290385938856,27.0013961887231,0.25,East of England,age
2008,26.9130434782609,26.478956372297,27.3471305842248,0.25,East of England,age
2009,27.304347826087,26.8721876464189,27.7365080057551,0.25,East of England,age
2010,27.7391304347827,27.306458826461,28.1718020431043,0.25,East of England,age
2011,28.2173913043479,27.7789433143539,28.6558392943419,0.25,East of England,age
2012,28.7391304347827,28.2865223619681,29.1917385075972,0.25,East of England,age
2013,29.304347826087,28.8262571901468,29.7824384620273,0.25,East of England,age
2014,29.9130434782609,29.3959189071469,30.430168049375,0.25,East of England,age
2015,30.5652173913044,29.9943016836208,31.136133098988,0.25,East of England,age
2016,31.2608695652175,30.6211677833824,31.9005713470526,0.25,East of England,age
2017,32.0000000000001,31.2769347174539,32.7230652825463,0.25,East of England,age
2018,32.7826086956523,31.9623268440849,33.6028905472197,0.25,East of England,age
2019,33.608695652174,32.6781284357416,34.5392628686064,0.25,East of England,age
1990,30.2934782608695,29.3239627587032,31.2629937630358,0.5,East of England,age
1991,30.1304347826087,29.2851124626805,30.9757571025368,0.5,East of England,age
1992,30,29.2654969715389,30.734503028461,0.5,East of England,age
1993,29.9021739130434,29.2639777534414,30.5403700726455,0.5,East of England,age
1994,29.8369565217391,29.2792067627938,30.3947062806844,0.5,East of England,age
1995,29.8043478260869,29.3098392205078,30.2988564316661,0.5,East of England,age
1996,29.8043478260869,29.3550310328248,30.2536646193491,0.5,East of England,age
1997,29.8369565217391,29.4151612659345,30.2587517775438,0.5,East of England,age
1998,29.9021739130435,29.4923466786465,30.3120011474404,0.5,East of England,age
1999,30,29.5902119721212,30.4097880278788,0.5,East of England,age
2000,30.1304347826087,29.7129772948603,30.5478922703571,0.5,East of England,age
2001,30.2934782608696,29.8645207984055,30.7224357233336,0.5,East of England,age
2002,30.4891304347826,30.0478859586404,30.9303749109248,0.5,East of England,age
2003,30.7173913043478,30.2652042230913,31.1695783856043,0.5,East of England,age
2004,30.9782608695652,30.5178084741329,31.4387132649976,0.5,East of England,age
2005,31.2717391304348,30.8063730529611,31.7371052079085,0.5,East of England,age
2006,31.5978260869565,31.1310108384387,32.0646413354744,0.5,East of England,age
2007,31.9565217391305,31.4913104853382,32.4217329929227,0.5,East of England,age
2008,32.3478260869566,31.8863179444741,32.8093342294391,0.5,East of England,age
2009,32.7717391304348,32.3144788522892,33.2289994085805,0.5,East of England,age
2010,33.2282608695653,32.7735791507317,33.6829425883988,0.5,East of England,age
2011,33.7173913043479,33.2607576587858,34.17402494991,0.5,East of England,age
2012,34.2391304347827,33.7726981467199,34.7055627228454,0.5,East of England,age
2013,34.7934782608696,34.3060747891064,35.2808817326329,0.5,East of England,age
2014,35.3804347826088,34.858158586219,35.9027109789985,0.5,East of England,age
2015,36.0000000000001,35.4272910762631,36.572708923737,0.5,East of England,age
2016,36.6521739130436,36.012960618535,37.2913872075521,0.5,East of England,age
2017,37.3369565217392,36.6155095887151,38.0584034547633,0.5,East of England,age
2018,38.054347826087,37.2357226627344,38.8729729894397,0.5,East of England,age
2019,38.804347826087,37.8745036207966,39.7341920313775,0.5,East of England,age
1990,36.6018099547511,34.7613313441906,38.4422885653115,0.75,East of England,age
1991,36.3634992458521,34.7439729934527,37.9830254982516,0.75,East of England,age
1992,36.1628959276018,34.7474560959591,37.5783357592444,0.75,East of England,age
1993,35.9999999999999,34.7710743365086,37.2289256634913,0.75,East of England,age
1994,35.8748114630467,34.8138726903423,36.9357502357512,0.75,East of England,age
1995,35.787330316742,34.8745834689572,36.7000771645269,0.75,East of England,age
1996,35.7375565610859,34.9516037587396,36.5235093634322,0.75,East of England,age
1997,35.7254901960784,35.0431191566098,36.407861235547,0.75,East of England,age
1998,35.7511312217194,35.1475551510958,36.3547072923431,0.75,East of England,age
1999,35.814479638009,35.2644858889773,36.3644733870407,0.75,East of England,age
2000,35.9155354449472,35.3957037268007,36.4353671630937,0.75,East of England,age
2001,36.0542986425339,35.5455696414936,36.5630276435743,0.75,East of England,age
2002,36.2307692307692,35.7200668314369,36.7414716301015,0.75,East of England,age
2003,36.4449472096531,35.9252152176662,36.96467920164,0.75,East of England,age
2004,36.6968325791855,36.1659302118435,37.2277349465276,0.75,East of England,age
2005,36.9864253393665,36.4456466204517,37.5272040582814,0.75,East of England,age
2006,37.3137254901961,36.766396698984,37.8610542814082,0.75,East of England,age
2007,37.6787330316742,37.128995585396,38.2284704779525,0.75,East of England,age
2008,38.0814479638009,37.5331604517548,38.629735475847,0.75,East of England,age
2009,38.5218702865762,37.9775168652465,39.0662237079059,0.75,East of England,age
2010,39,38.4595173724365,39.5404826275636,0.75,East of England,age
2011,39.5158371040724,38.9753693941211,40.0563048140238,0.75,East of England,age
2012,40.0693815987934,39.5201696413794,40.6185935562074,0.75,East of England,age
2013,40.6606334841629,40.0884918215388,41.2327751467871,0.75,East of England,age
2014,41.2895927601811,40.6754596982874,41.9037258220747,0.75,East of England,age
2015,41.9562594268477,41.2778283306313,42.6346905230641,0.75,East of England,age
2016,42.660633484163,41.8943783828881,43.4268885854379,0.75,East of England,age
2017,43.4027149321268,42.5254781233129,44.2799517409406,0.75,East of England,age
2018,44.1825037707392,43.1723108148729,45.1926967266055,0.75,East of England,age
2019,45.0000000000001,43.8362606342175,46.1637393657827,0.75,East of England,age
1990,26,25.6160420861031,26.3839579138969,0.25,London,age
1991,26.1979220779221,25.8764979474427,26.5193462084014,0.25,London,age
1992,26.4093506493506,26.1384274214997,26.6802738772016,0.25,London,age
1993,26.6342857142857,26.3996841526438,26.8688872759277,0.25,London,age
1994,26.8727272727273,26.6586532661241,27.0868012793305,0.25,London,age
1995,27.1246753246753,26.9158458499088,27.3335047994418,0.25,London,age
1996,27.3901298701299,27.1745669638088,27.6056927764509,0.25,London,age
1997,27.6690909090909,27.4394693238862,27.8987124942956,0.25,London,age
1998,27.9615584415584,27.7146704453632,28.2084464377537,0.25,London,age
1999,28.2675324675325,28.0030323959442,28.5320325391207,0.25,London,age
2000,28.587012987013,28.3063027213648,28.8677232526611,0.25,London,age
2001,28.92,28.6254457286431,29.2145542713569,0.25,London,age
2002,29.2664935064935,28.9608972054074,29.5720898075796,0.25,London,age
2003,29.6264935064935,29.3127131945573,29.9402738184297,0.25,London,age
2004,30,29.6806402689234,30.3193597310766,0.25,London,age
2005,30.387012987013,30.0641345279584,30.7098914460676,0.25,London,age
2006,30.7875324675325,30.4623499304107,31.1127150046542,0.25,London,age
2007,31.2015584415584,30.8741161171612,31.5290007659557,0.25,London,age
2008,31.6290909090909,31.2979331781667,31.9602486400152,0.25,London,age
2009,32.0701298701299,31.7320212760313,32.4082384642284,0.25,London,age
2010,32.5246753246753,32.1744617831742,32.8748888661765,0.25,London,age
2011,32.9927272727273,32.6234318081659,33.3620227372886,0.25,London,age
2012,33.4742857142857,33.0774659437283,33.8711054848432,0.25,London,age
2013,33.9693506493506,33.5356320397513,34.40306925895,0.25,London,age
2014,34.4779220779221,33.997546122949,34.9582980328951,0.25,London,age
2015,35,34.4632504360232,35.5367495639768,0.25,London,age
2016,35.5355844155844,34.9330417177357,36.1381271134331,0.25,London,age
2017,36.0846753246753,35.4073239245404,36.7620267248103,0.25,London,age
2018,36.6472727272727,35.8865132021658,37.4080322523796,0.25,London,age
2019,37.2233766233766,36.370989565853,38.0757636809003,0.25,London,age
1990,29.2666666666667,28.8435585144945,29.6897748188388,0.5,London,age
1991,29.6285714285714,29.2679191966224,29.9892236605205,0.5,London,age
1992,30,29.6935351938342,30.3064648061658,0.5,London,age
1993,30.3809523809524,30.1194284136859,30.6424763482189,0.5,London,age
1994,30.7714285714286,30.544481547144,30.9983755957131,0.5,London,age
1995,31.1714285714286,30.9678259555863,31.3750311872709,0.5,London,age
1996,31.5809523809524,31.3895493834845,31.7723553784202,0.5,London,age
1997,32,31.8112367782634,32.1887632217366,0.5,London,age
1998,32.4285714285714,32.2356544177084,32.6214884394344,0.5,London,age
1999,32.8666666666667,32.6657805622771,33.0675527710562,0.5,London,age
2000,33.3142857142857,33.1040467296414,33.52452469893,0.5,London,age
2001,33.7714285714286,33.5521183965752,33.9907387462819,0.5,London,age
2002,34.2380952380952,34.0109842186023,34.4652062575882,0.5,London,age
2003,34.7142857142857,34.4811061847969,34.9474652437745,0.5,London,age
2004,35.2,34.9625301815614,35.4374698184386,0.5,London,age
2005,35.6952380952381,35.4549414825594,35.9355347079168,0.5,London,age
2006,36.2,35.9576779616378,36.4423220383622,0.5,London,age
2007,36.7142857142857,36.4697242133567,36.9588472152147,0.5,London,age
2008,37.2380952380952,36.9897211730291,37.4864693031614,0.5,London,age
2009,37.7714285714286,37.5160378693142,38.026819273543,0.5,London,age
2010,38.3142857142857,38.0469447714644,38.5816266571071,0.5,London,age
2011,38.8666666666667,38.5808749858118,39.1524583475215,0.5,London,age
2012,39.4285714285714,39.1166761237699,39.7404667333729,0.5,London,age
2013,40,39.6537284635162,40.3462715364838,0.5,London,age
2014,40.5809523809524,40.1918888463414,40.9700159155633,0.5,London,age
2015,41.1714285714286,40.7313308924041,41.611526250453,0.5,London,age
2016,41.7714285714286,41.2723807334186,42.2704764094385,0.5,London,age
2017,42.3809523809524,41.8154020399682,42.9465027219365,0.5,London,age
2018,43,42.360734818171,43.6392651818289,0.5,London,age
2019,43.6285714285714,42.9086714171842,44.3484714399587,0.5,London,age
1990,34.7053571428572,34.0840537749009,35.3266605108134,0.75,London,age
1991,35,34.4662364336376,35.5337635663625,0.75,London,age
1992,35.3125,34.8561112227127,35.7688887772873,0.75,London,age
1993,35.6428571428572,35.2527144378267,36.0329998478876,0.75,London,age
1994,35.9910714285714,35.6548717070812,36.3272711500617,0.75,London,age
1995,36.3571428571429,36.0614313892257,36.65285432506,0.75,London,age
1996,36.7410714285714,36.4718371412321,37.0103057159108,0.75,London,age
1997,37.1428571428571,36.8868896122776,37.3988246734367,0.75,London,age
1998,37.5625,37.3090465368575,37.8159534631425,0.75,London,age
1999,38,37.741786078963,38.258213921037,0.75,London,age
2000,38.4553571428572,38.1885442922119,38.7221699935024,0.75,London,age
2001,38.9285714285714,38.6520248793478,39.205117977795,0.75,London,age
2002,39.4196428571429,39.1340393317227,39.705246382563,0.75,London,age
2003,39.9285714285714,39.6356133848618,40.2215294722811,0.75,London,age
2004,40.4553571428571,40.1571337013047,40.7535805844096,0.75,London,age
2005,41,40.6984459967572,41.3015540032428,0.75,London,age
2006,41.5625,41.2588930955797,41.8661069044203,0.75,London,age
2007,42.1428571428571,41.8373131998368,42.4484010858775,0.75,London,age
2008,42.7410714285714,42.4320399413403,43.0501029158025,0.75,London,age
2009,43.3571428571428,43.0409689331924,43.6733167810933,0.75,London,age
2010,43.9910714285714,43.6617612163002,44.3203816408427,0.75,London,age
2011,44.6428571428571,44.2921965869048,44.9935176988095,0.75,London,age
2012,45.3125,44.9305624777272,45.6944375222728,0.75,London,age
2013,46,45.5758821298014,46.4241178701986,0.75,London,age
2014,46.7053571428571,46.2278791270554,47.1828351586589,0.75,London,age
2015,47.4285714285714,46.8867592865401,47.9703835706028,0.75,London,age
2016,48.1696428571429,47.5529658106731,48.7863199036126,0.75,London,age
2017,48.9285714285714,48.2270032471106,49.6301396100323,0.75,London,age
2018,49.7053571428571,48.9093436805074,50.5013706052069,0.75,London,age
2019,50.5,49.6003905877739,51.3996094122261,0.75,London,age
1990,20.0968899521531,19.4798128512165,20.7139670530897,0.25,North East,age
1991,20.0311004784689,19.4992768503435,20.5629241065943,0.25,North East,age
1992,20,19.5461922195759,20.4538077804241,0.25,North East,age
1993,20.0035885167464,19.620038439687,20.3871385938059,0.25,North East,age
1994,20.0418660287081,19.7200427373228,20.3636893200935,0.25,North East,age
1995,20.1148325358852,19.8450884991766,20.3845765725937,0.25,North East,age
1996,20.2224880382775,19.9937034286415,20.4512726479135,0.25,North East,age
1997,20.3648325358852,20.1643729715675,20.5652921002029,0.25,North East,age
1998,20.5418660287081,20.3564633070749,20.7272687503414,0.25,North East,age
1999,20.7535885167464,20.5713374346571,20.9358395988358,0.25,North East,age
2000,21,20.8123145735645,21.1876854264355,0.25,North East,age
2001,21.2811004784689,21.0832661232162,21.4789348337217,0.25,North East,age
2002,21.5968899521531,21.3873625605375,21.8064173437687,0.25,North East,age
2003,21.9473684210526,21.726734344941,22.1680024971643,0.25,North East,age
2004,22.3325358851675,22.102643777952,22.5624279923829,0.25,North East,age
2005,22.7523923444976,22.5157303778437,22.9890543111516,0.25,North East,age
2006,23.2069377990431,22.9661798894084,23.4476957086777,0.25,North East,age
2007,23.6961722488038,23.4538056867917,23.9385388108159,0.25,North East,age
2008,24.2200956937799,23.978061818592,24.4621295689678,0.25,North East,age
2009,24.7787081339713,24.5380088629909,25.0194074049517,0.25,North East,age
2010,25.372009569378,25.132261236984,25.611757901772,0.25,North East,age
2011,26,25.7589698972077,26.2410301027923,0.25,North East,age
2012,26.6626794258373,26.4159287812635,26.9094300704111,0.25,North East,age
2013,27.3600478468899,27.1008825930265,27.6192131007534,0.25,North East,age
2014,28.0921052631579,27.8119815990067,28.372228927309,0.25,North East,age
2015,28.8588516746411,28.5481418991473,29.169561450135,0.25,North East,age
2016,29.6602870813397,29.3090855062754,30.011488656404,0.25,North East,age
2017,30.4964114832536,30.0950980216231,30.8977249448841,0.25,North East,age
2018,31.3672248803828,30.9067219512394,31.8277278095261,0.25,North East,age
2019,32.2727272727273,31.7445400886283,32.8009144568262,0.25,North East,age
1990,24.4,22.9921149204287,25.8078850795714,0.5,North East,age
1991,24.175,22.943665865786,25.4063341342141,0.5,North East,age
1992,24,22.9331084467743,25.0668915532257,0.5,North East,age
1993,23.875,22.9601968631981,24.7898031368019,0.5,North East,age
1994,23.8,23.0245686971706,24.5754313028295,0.5,North East,age
1995,23.775,23.1256786263084,24.4243213736917,0.5,North East,age
1996,23.8,23.2626939540904,24.3373060459097,0.5,North East,age
1997,23.875,23.4343445604146,24.3156554395854,0.5,North East,age
1998,24,23.6387702561215,24.3612297438785,0.5,North East,age
1999,24.175,23.8735985759745,24.4764014240256,0.5,North East,age
2000,24.4,24.1368531033099,24.6631468966902,0.5,North East,age
2001,24.675,24.4290645500194,24.9209354499806,0.5,North East,age
2002,25,24.7547876500272,25.2452123499728,0.5,North East,age
2003,25.375,25.1209552095788,25.6290447904212,0.5,North East,age
2004,25.8,25.5338108948567,26.0661891051433,0.5,North East,age
2005,26.275,25.9974902338169,26.5525097661831,0.5,North East,age
2006,26.8,26.5141359191363,27.0858640808637,0.5,North East,age
2007,27.375,27.0843517999051,27.6656482000949,0.5,North East,age
2008,28,27.7074740795473,28.2925259204527,0.5,North East,age
2009,28.675,28.3816157402959,28.9683842597041,0.5,North East,age
2010,29.4,29.1036192538064,29.6963807461936,0.5,North East,age
2011,30.175,29.8691977303007,30.4808022696993,0.5,North East,age
2012,31,30.6736225841461,31.3263774158539,0.5,North East,age
2013,31.875,31.5129557092925,32.2370442907075,0.5,North East,age
2014,32.8,32.3850601993325,33.2149398006675,0.5,North East,age
2015,33.775,33.2896103747571,34.2603896252429,0.5,North East,age
2016,34.8,34.2273485490433,35.3726514509566,0.5,North East,age
2017,35.875,35.1993449136811,36.5506550863188,0.5,North East,age
2018,37,36.2065997882569,37.7934002117431,0.5,North East,age
2019,38.175,37.2499173210881,39.1000826789119,0.5,North East,age
1990,28.3562753036437,26.5719688351145,30.140581772173,0.75,North East,age
1991,28.1228070175439,26.5596469299589,29.6859671051288,0.75,North East,age
1992,27.9433198380567,26.5863243678952,29.3003153082181,0.75,North East,age
1993,27.8178137651822,26.6517281899381,28.9838993404263,0.75,North East,age
1994,27.7462887989204,26.7554588034244,28.7371187944163,0.75,North East,age
1995,27.7287449392713,26.8969192069932,28.5605706715493,0.75,North East,age
1996,27.7651821862348,27.0752031562618,28.4551612162078,0.75,North East,age
1997,27.8556005398111,27.2889308988076,28.4222701808145,0.75,North East,age
1998,28,27.536063097103,28.463936902897,0.75,North East,age
1999,28.1983805668016,27.8138979500319,28.5828631835713,0.75,North East,age
2000,28.4507422402159,28.1198593689294,28.7816251115024,0.75,North East,age
2001,28.7570850202429,28.4537342383127,29.0604358021731,0.75,North East,age
2002,29.1174089068826,28.8199701769771,29.414847636788,0.75,North East,age
2003,29.5317139001349,29.2266404610266,29.8367873392433,0.75,North East,age
2004,30,29.6817587160816,30.3182412839184,0.75,North East,age
2005,30.5222672064777,30.1909629475911,30.8535714653643,0.75,North East,age
2006,31.0985155195681,30.7573291320401,31.4397019070962,0.75,North East,age
2007,31.7287449392712,31.3818853634927,32.0756045150497,0.75,North East,age
2008,32.412955465587,32.0639803016209,32.7619306295532,0.75,North East,age
2009,33.1511470985155,32.801362682645,33.500931514386,0.75,North East,age
2010,33.9433198380567,33.5901252073585,34.2965144687548,0.75,North East,age
2011,34.7894736842105,34.4248809867361,35.1540663816849,0.75,North East,age
2012,35.689608636977,35.2996607948751,36.079556479079,0.75,North East,age
2013,36.6437246963563,36.2095349959263,37.0779143967862,0.75,North East,age
2014,37.6518218623481,37.1519163347436,38.1517273899527,0.75,North East,age
2015,38.7139001349527,38.1265150904126,39.3012851794928,0.75,North East,age
2016,39.82995951417,39.1343383641919,40.5255806641481,0.75,North East,age
2017,41,40.1767483853346,41.8232516146654,0.75,North East,age
2018,42.2240215924426,41.2549843480175,43.1930588368677,0.75,North East,age
2019,43.5020242914979,42.3700255628441,44.6340230201518,0.75,North East,age
1990,21.9999999999995,21.839890261268,22.160109738731,0.25,North West,age
1991,22.4291187739459,22.3024167452059,22.5558208026858,0.25,North West,age
1992,22.8620689655167,22.7557500503214,22.9683878807121,0.25,North West,age
1993,23.2988505747121,23.1972950376688,23.4004061117555,0.25,North West,age
1994,23.7394636015321,23.6293484459942,23.8495787570699,0.25,North West,age
1995,24.1839080459765,24.0578259630318,24.3099901289212,0.25,North West,age
1996,24.6321839080455,24.4876152396071,24.7767525764839,0.25,North West,age
1997,25.0842911877389,24.9214319415409,25.247150433937,0.25,North West,age
1998,25.540229885057,25.3605958751204,25.7198638949935,0.25,North West,age
1999,25.9999999999995,25.8056975678776,26.1943024321214,0.25,North West,age
2000,26.4636015325665,26.2569352961483,26.6702677689848,0.25,North West,age
2001,26.9310344827581,26.7142661274034,27.1478028381128,0.25,North West,age
2002,27.4022988505742,27.1774681044764,27.6271295966719,0.25,North West,age
2003,27.8773946360148,27.6461595656669,28.1086297063626,0.25,North West,age
2004,28.3563218390799,28.1197978181664,28.5928458599934,0.25,North West,age
2005,28.8390804597696,28.5976711340887,29.0804897854505,0.25,North West,age
2006,29.3256704980837,29.0788973969274,29.57244359924,0.25,North West,age
2007,29.8160919540224,29.5624447732728,30.0697391347721,0.25,North West,age
2008,30.3103448275856,30.0471888897109,30.5735007654604,0.25,North West,age
2009,30.8084291187734,30.5320105058787,31.084847731668,0.25,North West,age
2010,31.3103448275856,31.0159159912559,31.6047736639154,0.25,North West,age
2011,31.8160919540224,31.4981419876805,32.1340419203643,0.25,North West,age
2012,32.3256704980837,31.9782058833189,32.6731351128485,0.25,North West,age
2013,32.8390804597695,32.4558903266882,33.2222705928508,0.25,North West,age
2014,33.3563218390799,32.9311816651042,33.7814620130555,0.25,North West,age
2015,33.8773946360147,33.4041948092538,34.3505944627756,0.25,North West,age
2016,34.4022988505741,33.8751087763225,34.9294889248258,0.25,North West,age
2017,34.931034482758,34.3441221768539,35.5179467886621,0.25,North West,age
2018,35.4636015325665,34.811427375512,36.1157756896209,0.25,North West,age
2019,35.9999999999994,35.2771980640434,36.7228019359554,0.25,North West,age
1990,24.8761904761898,24.6869692872516,25.0654116651281,0.5,North West,age
1991,25.4370370370364,25.2848635152901,25.5892105587827,0.5,North West,age
1992,25.9999999999994,25.8741803627885,26.1258196372102,0.5,North West,age
1993,26.5650793650787,26.4524524055094,26.6777063246481,0.5,North West,age
1994,27.1322751322745,27.0195826408217,27.2449676237273,0.5,North West,age
1995,27.7015873015867,27.5792098782219,27.8239647249514,0.5,North West,age
1996,28.2730158730152,28.1361312944525,28.4099004515779,0.5,North West,age
1997,28.8465608465602,28.6938290586293,28.9992926344911,0.5,North West,age
1998,29.4222222222216,29.2542630066169,29.5901814378263,0.5,North West,age
1999,29.9999999999993,29.8184130856779,30.1815869143208,0.5,North West,age
2000,30.5798941798935,30.3866965061185,30.7730918536685,0.5,North West,age
2001,31.1619047619041,30.9591881988819,31.3646213249263,0.5,North West,age
2002,31.7460317460311,31.5357219836888,31.9563415083734,0.5,North West,age
2003,32.3322751322745,32.1159291043227,32.5486211602263,0.5,North West,age
2004,32.9206349206343,32.6992456512116,33.1420241900569,0.5,North West,age
2005,33.5111111111104,33.2849092480069,33.737312974214,0.5,North West,age
2006,34.103703703703,33.8719637836439,34.3354436237621,0.5,North West,age
2007,34.698412698412,34.4592926715039,34.9375327253201,0.5,North West,age
2008,35.2952380952374,35.0456976770663,35.5447785134086,0.5,North West,age
2009,35.8941798941792,35.6300228791907,36.1583369091677,0.5,North West,age
2010,36.4952380952374,36.2112933072244,36.7791828832504,0.5,North West,age
2011,37.098412698412,36.7888168574531,37.4080085393709,0.5,North West,age
2012,37.703703703703,37.3622112898232,38.0451961175828,0.5,North West,age
2013,38.3111111111104,37.9313589548859,38.6908632673349,0.5,North West,age
2014,38.9206349206342,38.4963244491978,39.3449453920707,0.5,North West,age
2015,39.5322751322744,39.0572727263853,40.0072775381636,0.5,North West,age
2016,40.1460317460311,39.6144079044666,40.6776555875955,0.5,North West,age
2017,40.7619047619041,40.1679358921376,41.3558736316706,0.5,North West,age
2018,41.3798941798935,40.7180454982678,42.0417428615192,0.5,North West,age
